filename,formatName:,formatVersion:,extensions:,mimeType:,mimeTypeAliases:,pronomId:,xmlNameSpace:,creatorTool:,creatorToolUrl:,formatSpecUrl:,comments
NEWSSLID.DOC,MS Word (old),1993,.doc,,,,,WinWord,,,This file was created in about 1993 with a current version of Winword (5?) on Win3.1
