filename,formatName:,formatVersion:,extensions:,mimeType:,mimeTypeAliases:,pronomId:,xmlNameSpace:,creatorTool:,creatorToolUrl:,formatSpecUrl:,comments
To Do.cdd,ConceptDraw,?,.cdd,,,,,ConceptDraw,http://www.conceptdraw.com/,,Created in 2005 with a trial version of ConceptDraw
